Geneid	Chr	Start	End	Strand	Length	AC2R1
Gene_005340	Random_Chr_009	833754	834928	-	1174	8
Gene_005341	Random_Chr_009	835982	836257	-	275	12
Gene_005342	Random_Chr_009	836628	838573	+	1945	3575
Gene_005343	Random_Chr_009	838678	839058	-	380	30
Gene_005344	Random_Chr_009	839420	840140	-	720	30
Gene_005345	Random_Chr_009	840836	841039	+	203	13
Gene_005346	Random_Chr_009	841333	843306	-	1973	1074
Gene_005347	Random_Chr_009	843308	843966	-	658	143
Gene_005348	Random_Chr_009	844139	844434	-	295	3
Gene_005349	Random_Chr_009	844993	846090	-	1097	1149
Gene_005350	Random_Chr_009	846271	846984	-	713	28
Gene_005351	Random_Chr_009	847147	847488	-	341	7574
Gene_005352	Random_Chr_009	847813	850315	+	2502	288
Gene_005353	Random_Chr_009	850991	852067	+	1076	5
Gene_005354	Random_Chr_009	852186	852400	+	214	51
Gene_005355	Random_Chr_009	852771	853877	+	1106	395
Gene_005356	Random_Chr_009	854131	854329	-	198	57
Gene_005357	Random_Chr_009	855016	856032	+	1016	980.5
Gene_005358	Random_Chr_009	856645	858011	+	1366	38
Gene_005359	Random_Chr_009	858013	860022	-	2009	172
Gene_005360	Random_Chr_009	860033	863936	+	3903	3792
Gene_005361	Random_Chr_009	864183	864502	-	319	289
Gene_005362	Random_Chr_009	865821	867198	+	1377	187
Gene_005363	Random_Chr_009	867433	867642	-	209	135
Gene_005364	Random_Chr_010	2710	4129	+	1419	0
Gene_005365	Random_Chr_010	4603	9500	+	4897	66
Gene_005366	Random_Chr_010	10740	11972	-	1232	41.17
Gene_005367	Random_Chr_010	12965	13278	+	313	0
Gene_005368	Random_Chr_010	14717	15481	-	764	0
Gene_005369	Random_Chr_010	19046	20069	-	1023	457
Gene_005370	Random_Chr_010	20071	23212	-	3141	1391
Gene_005371	Random_Chr_010	23486	24707	+	1221	1889
Gene_005372	Random_Chr_010	24835	25983	+	1148	372
Gene_005373	Random_Chr_010	26103	27003	+	900	76
Gene_005374	Random_Chr_010	27088	27945	-	857	1065
Gene_005375	Random_Chr_010	28217	30773	-	2556	655
Gene_005376	Random_Chr_010	31076	32312	-	1236	1051
Gene_005377	Random_Chr_010	34719	35501	+	782	8
Gene_005378	Random_Chr_010	35633	36394	-	761	630
Gene_005379	Random_Chr_010	36846	39497	+	2651	448
Gene_005380	Random_Chr_010	39795	40907	-	1112	136
Gene_005381	Random_Chr_010	42260	45204	-	2944	1193
Gene_005382	Random_Chr_010	45422	46876	-	1454	1755
Gene_005383	Random_Chr_010	46930	48542	-	1612	122
Gene_005384	Random_Chr_010	48544	49294	-	750	546
Gene_005385	Random_Chr_010	49566	50585	+	1019	4
Gene_005386	Random_Chr_010	50839	51911	+	1072	18
Gene_005387	Random_Chr_010	51913	52993	-	1080	1862.5
Gene_005388	Random_Chr_010	53395	55639	+	2244	4995
Gene_005389	Random_Chr_010	56170	56955	-	785	3
Gene_005390	Random_Chr_010	58454	58852	-	398	0
Gene_005391	Random_Chr_010	59120	60253	+	1133	3
Gene_005392	Random_Chr_010	60308	60972	-	664	71
Gene_005393	Random_Chr_010	61291	64167	+	2876	247
Gene_005394	Random_Chr_010	64282	65547	-	1265	774
Gene_005395	Random_Chr_010	66114	67193	+	1079	1689
Gene_005396	Random_Chr_010	67195	68723	-	1528	925
Gene_005397	Random_Chr_010	69247	69771	+	524	0.67
Gene_005398	Random_Chr_010	69923	72111	-	2188	26.67
Gene_005399	Random_Chr_010	73279	75910	+	2631	1116
Gene_005400	Random_Chr_010	75968	78575	-	2607	6012
Gene_005401	Random_Chr_010	79372	79695	+	323	7
Gene_005402	Random_Chr_010	81047	82854	-	1807	12
Gene_005403	Random_Chr_010	83166	87439	+	4273	16
Gene_005404	Random_Chr_010	87807	89016	+	1209	1
Gene_005405	Random_Chr_010	89352	90980	+	1628	613
Gene_005406	Random_Chr_010	91140	92102	+	962	0
Gene_005407	Random_Chr_010	92909	95189	+	2280	0
Gene_005408	Random_Chr_010	95319	95552	+	233	0
Gene_005409	Random_Chr_010	95961	96630	+	669	0
Gene_005410	Random_Chr_010	96916	98143	+	1227	0
Gene_005411	Random_Chr_010	98178	98501	-	323	957
Gene_005412	Random_Chr_010	98568	99170	+	602	277
Gene_005413	Random_Chr_010	99407	100243	+	836	6
Gene_005414	Random_Chr_010	100279	102074	-	1795	100
Gene_005415	Random_Chr_010	102525	103046	-	521	134
Gene_005416	Random_Chr_010	103205	104167	-	962	1253
Gene_005417	Random_Chr_010	104495	107011	+	2516	298
Gene_005418	Random_Chr_010	107134	109490	-	2356	1058
Gene_005419	Random_Chr_010	109782	112462	+	2680	1031
Gene_005420	Random_Chr_010	112549	114317	-	1768	995
Gene_005421	Random_Chr_010	114437	115190	+	753	458
Gene_005422	Random_Chr_010	115192	115962	+	770	536
Gene_005423	Random_Chr_010	116072	117048	-	976	3202
Gene_005424	Random_Chr_010	117305	118273	-	968	2
Gene_005425	Random_Chr_010	118745	119857	+	1112	1033
Gene_005426	Random_Chr_010	119859	121409	-	1550	4995
Gene_005427	Random_Chr_010	121644	122236	-	592	774
Gene_005428	Random_Chr_010	122717	123137	-	420	346.67
Gene_005429	Random_Chr_010	123446	124567	-	1121	675
Gene_005430	Random_Chr_010	125039	125212	+	173	783
Gene_005431	Random_Chr_010	125721	126099	+	378	585
Gene_005432	Random_Chr_010	126232	130116	-	3884	2444
Gene_005433	Random_Chr_010	130821	131474	+	653	1281
Gene_005434	Random_Chr_010	131695	134935	+	3240	1662
Gene_005435	Random_Chr_010	135024	135605	-	581	872
Gene_005436	Random_Chr_010	135766	136476	-	710	163
Gene_005437	Random_Chr_010	136662	136826	+	164	61.33
Gene_005438	Random_Chr_010	137031	138783	-	1752	592.46
Gene_005439	Random_Chr_010	140184	141687	+	1503	1077
Gene_005440	Random_Chr_010	141803	143365	-	1562	10458
Gene_005441	Random_Chr_010	144036	145556	-	1520	46
Gene_005442	Random_Chr_010	145647	146770	+	1123	162
Gene_005443	Random_Chr_010	146822	149906	-	3084	95
Gene_005444	Random_Chr_010	150109	151188	-	1079	1930
Gene_005445	Random_Chr_010	151928	153080	-	1152	0
Gene_005446	Random_Chr_010	153161	153439	-	278	1
Gene_005447	Random_Chr_010	153828	155297	-	1469	23
Gene_005448	Random_Chr_010	155479	157637	-	2158	1486
Gene_005449	Random_Chr_010	157974	158901	+	927	1144
Gene_005450	Random_Chr_010	159275	164008	+	4733	5479
Gene_005451	Random_Chr_010	165790	166588	-	798	4446
Gene_005452	Random_Chr_010	167182	168327	-	1145	428
Gene_005453	Random_Chr_010	168488	168954	+	466	24
Gene_005454	Random_Chr_010	169182	171073	+	1891	103
Gene_005455	Random_Chr_010	171138	172999	-	1861	3396
Gene_005456	Random_Chr_010	173748	174967	-	1219	534
Gene_005457	Random_Chr_010	176942	177012	+	70	0
Gene_005458	Random_Chr_010	177404	178350	+	946	644
Gene_005459	Random_Chr_010	178352	180639	-	2287	384
Gene_005460	Random_Chr_010	180818	181033	-	215	261
Gene_005461	Random_Chr_010	181523	181837	+	314	75
Gene_005462	Random_Chr_010	182437	182667	+	230	691
Gene_005463	Random_Chr_010	182762	186952	-	4190	2947
Gene_005464	Random_Chr_010	187120	187986	-	866	17
Gene_005465	Random_Chr_010	189928	192773	+	2845	2297
Gene_005466	Random_Chr_010	193222	197469	+	4247	816
Gene_005467	Random_Chr_010	197472	199493	-	2021	366
Gene_005468	Random_Chr_010	199614	208392	-	8778	949
Gene_005469	Random_Chr_010	208766	209104	+	338	1173
Gene_005470	Random_Chr_010	209186	210336	-	1150	1767
Gene_005471	Random_Chr_010	210644	211180	+	536	370
Gene_005472	Random_Chr_010	211314	212135	+	821	684
Gene_005473	Random_Chr_010	212592	214823	+	2231	1287
Gene_005474	Random_Chr_010	214916	215266	-	350	36
Gene_005475	Random_Chr_010	218235	218794	+	559	2100
Gene_005476	Random_Chr_010	219049	219864	+	815	725
Gene_005477	Random_Chr_010	219866	220519	+	653	633
Gene_005478	Random_Chr_010	221727	223430	-	1703	1636
Gene_005479	Random_Chr_010	223711	225705	+	1994	2790
Gene_005480	Random_Chr_010	225707	228481	-	2774	1736
Gene_005481	Random_Chr_010	229657	230172	-	515	101
Gene_005482	Random_Chr_010	231002	232609	-	1607	51
Gene_005483	Random_Chr_010	234880	235346	-	466	0
Gene_005484	Random_Chr_010	235622	236541	-	919	1015
Gene_005485	Random_Chr_010	236819	238152	+	1333	1660
Gene_005486	Random_Chr_010	239142	242374	+	3232	15111
Gene_005487	Random_Chr_010	242376	242860	-	484	0
Gene_005488	Random_Chr_010	243140	245644	-	2504	0
Gene_005489	Random_Chr_010	246033	246374	-	341	2
Gene_005490	Random_Chr_010	246910	249506	+	2596	1936
Gene_005491	Random_Chr_010	250589	251821	-	1232	18
Gene_005492	Random_Chr_010	253390	257193	-	3803	27
Gene_005493	Random_Chr_010	257241	258536	-	1295	244
Gene_005494	Random_Chr_010	259170	260050	+	880	74
Gene_005495	Random_Chr_010	260760	261691	+	931	163
Gene_005496	Random_Chr_010	262412	263186	+	774	97
Gene_005497	Random_Chr_010	263296	265700	+	2404	12
Gene_005498	Random_Chr_010	266118	268186	+	2068	3381
Gene_005499	Random_Chr_010	268961	269770	+	809	871
Gene_005500	Random_Chr_010	270635	271450	+	815	1526
Gene_005501	Random_Chr_010	271558	272716	+	1158	222
Gene_005502	Random_Chr_010	272776	273279	-	503	3251
Gene_005503	Random_Chr_010	273523	273966	-	443	339
Gene_005504	Random_Chr_010	274220	275379	+	1159	1071
Gene_005505	Random_Chr_010	275424	277556	+	2132	1
Gene_005506	Random_Chr_010	277721	279042	-	1321	2149
Gene_005507	Random_Chr_010	279553	280038	-	485	2
Gene_005508	Random_Chr_010	281870	283499	+	1629	1220
Gene_005509	Random_Chr_010	283883	285004	+	1121	15
Gene_005510	Random_Chr_010	285137	285523	-	386	3
Gene_005511	Random_Chr_010	285869	286623	-	754	138
Gene_005512	Random_Chr_010	287026	288057	-	1031	1644
Gene_005513	Random_Chr_010	288137	288697	+	560	384
Gene_005514	Random_Chr_010	288699	289464	-	765	194
Gene_005515	Random_Chr_010	289617	291071	-	1454	151
Gene_005516	Random_Chr_010	291500	293488	+	1988	85
Gene_005517	Random_Chr_010	293577	300055	-	6478	124
Gene_005518	Random_Chr_010	300243	305045	-	4802	4784
Gene_005519	Random_Chr_010	305306	305864	+	558	366
Gene_005520	Random_Chr_010	306045	306503	-	458	0
Gene_005521	Random_Chr_010	306740	307393	+	653	2
Gene_005522	Random_Chr_010	308477	309398	-	921	0
Gene_005523	Random_Chr_010	309978	311014	-	1036	4
Gene_005524	Random_Chr_010	311947	312328	+	381	7
Gene_005525	Random_Chr_010	312480	313366	+	886	42
Gene_005526	Random_Chr_010	313672	314182	-	510	8198
Gene_005527	Random_Chr_010	314354	317049	-	2695	4170
Gene_005528	Random_Chr_010	317141	320414	+	3273	1170
Gene_005529	Random_Chr_010	320501	321368	-	867	587
Gene_005530	Random_Chr_010	322152	323447	-	1295	700
Gene_005531	Random_Chr_010	323537	327699	-	4162	3252
Gene_005532	Random_Chr_010	328472	328837	-	365	259
Gene_005533	Random_Chr_010	329534	329606	-	72	0
Gene_005534	Random_Chr_010	329616	329700	-	84	0
Gene_005535	Random_Chr_010	329983	330870	-	887	605
Gene_005536	Random_Chr_010	331160	332195	+	1035	446
Gene_005537	Random_Chr_010	332197	333893	-	1696	674
Gene_005538	Random_Chr_010	334332	334526	+	194	3
Gene_005539	Random_Chr_010	334779	336222	-	1443	1550
Gene_005540	Random_Chr_010	336603	347201	-	10598	601
Gene_005541	Random_Chr_010	347203	349108	-	1905	396
Gene_005542	Random_Chr_010	349110	349489	-	379	46
Gene_005543	Random_Chr_010	350291	350920	+	629	25
Gene_005544	Random_Chr_010	351054	351350	-	296	366
Gene_005545	Random_Chr_010	351819	352892	+	1073	1263.42
Gene_005546	Random_Chr_010	353004	354077	-	1073	119.25
Gene_005547	Random_Chr_010	354582	358430	-	3848	6517
Gene_005548	Random_Chr_010	358727	359877	+	1150	274
Gene_005549	Random_Chr_010	360109	361595	+	1486	530
Gene_005550	Random_Chr_010	362191	362361	-	170	714
Gene_005551	Random_Chr_010	362643	363583	-	940	137
Gene_005552	Random_Chr_010	364443	367133	+	2690	4437
Gene_005553	Random_Chr_010	367397	369256	-	1859	858
Gene_005554	Random_Chr_010	369332	370712	+	1380	811
Gene_005555	Random_Chr_010	370776	371879	-	1103	259
Gene_005556	Random_Chr_010	371946	374599	-	2653	2055
Gene_005557	Random_Chr_010	375994	377440	+	1446	4
Gene_005558	Random_Chr_010	377536	377822	+	286	3
Gene_005559	Random_Chr_010	378104	379092	+	988	695
Gene_005560	Random_Chr_010	379119	380282	-	1163	471
Gene_005561	Random_Chr_010	380405	381075	-	670	260
Gene_005562	Random_Chr_010	381623	382783	+	1160	12
Gene_005563	Random_Chr_010	383101	383639	-	538	188
Gene_005564	Random_Chr_010	385631	385900	+	269	770
Gene_005565	Random_Chr_010	385902	389018	+	3116	3533
Gene_005566	Random_Chr_010	389021	389771	-	750	108
Gene_005567	Random_Chr_010	389896	390249	-	353	191
Gene_005568	Random_Chr_010	390356	392065	-	1709	1
Gene_005569	Random_Chr_010	392169	393328	-	1159	290
Gene_005570	Random_Chr_010	393567	394674	+	1107	495
Gene_005571	Random_Chr_010	395312	395951	-	639	168
Gene_005572	Random_Chr_010	396680	397121	+	441	216
Gene_005573	Random_Chr_010	398255	401408	+	3153	1882
Gene_005574	Random_Chr_010	405397	406836	+	1439	1271
Gene_005575	Random_Chr_010	407940	410097	+	2157	2687
Gene_005576	Random_Chr_010	410099	410763	-	664	306
Gene_005577	Random_Chr_010	411366	413411	+	2045	6290
Gene_005578	Random_Chr_010	413587	415390	+	1803	1165
Gene_005579	Random_Chr_010	415739	419841	-	4102	2220
Gene_005580	Random_Chr_010	422903	423060	-	157	1
Gene_005581	Random_Chr_010	423186	424636	+	1450	0
Gene_005582	Random_Chr_010	424930	426171	-	1241	899
Gene_005583	Random_Chr_010	426326	429472	-	3146	1485
Gene_005584	Random_Chr_010	429745	430671	+	926	1184
Gene_005585	Random_Chr_010	431186	432959	+	1773	43
Gene_005586	Random_Chr_010	433093	437638	+	4545	163
Gene_005587	Random_Chr_010	437959	438453	+	494	69
Gene_005588	Random_Chr_010	438601	439185	+	584	56
Gene_005589	Random_Chr_010	439484	440838	-	1354	69
Gene_005590	Random_Chr_010	440996	441981	-	985	29
Gene_005591	Random_Chr_010	442058	443363	-	1305	202
Gene_005592	Random_Chr_010	443659	444583	+	924	468
Gene_005593	Random_Chr_010	445439	445706	-	267	420
Gene_005594	Random_Chr_010	446133	448762	-	2629	15
Gene_005595	Random_Chr_010	449844	450899	+	1055	5
Gene_005596	Random_Chr_010	451563	452165	+	602	701
Gene_005597	Random_Chr_010	452402	452659	+	257	11
Gene_005598	Random_Chr_010	452804	453082	+	278	50
Gene_005599	Random_Chr_010	453223	454118	+	895	1078
Gene_005600	Random_Chr_010	456901	458253	+	1352	13
Gene_005601	Random_Chr_010	458872	459806	+	934	1070
Gene_005602	Random_Chr_010	459808	460983	-	1175	931
Gene_005603	Random_Chr_010	461058	461871	-	813	286
Gene_005604	Random_Chr_010	462096	464905	+	2809	1046
Gene_005605	Random_Chr_010	464907	466993	-	2086	175
Gene_005606	Random_Chr_010	467376	468007	+	631	769
Gene_005607	Random_Chr_010	469112	469899	-	787	599
Gene_005608	Random_Chr_010	470280	472453	+	2173	1478
Gene_005609	Random_Chr_010	472455	474381	-	1926	1162
Gene_005610	Random_Chr_010	474775	478399	+	3624	4665
Gene_005611	Random_Chr_010	478462	478884	+	422	55
Gene_005612	Random_Chr_010	478978	479898	+	920	550
Gene_005613	Random_Chr_010	479901	480550	-	649	803
Gene_005614	Random_Chr_010	480795	481148	+	353	95
Gene_005615	Random_Chr_010	483092	484669	+	1577	538
Gene_005616	Random_Chr_010	484747	485475	-	728	713
Gene_005617	Random_Chr_010	485477	486040	-	563	516
Gene_005618	Random_Chr_010	486156	487065	-	909	1503
Gene_005619	Random_Chr_010	487124	487544	+	420	282
Gene_005620	Random_Chr_010	487546	488054	+	508	419
Gene_005621	Random_Chr_010	488056	488598	-	542	959
Gene_005622	Random_Chr_010	489774	491401	-	1627	1411
Gene_005623	Random_Chr_010	491707	493943	+	2236	2840
Gene_005624	Random_Chr_010	493984	498537	-	4553	781
Gene_005625	Random_Chr_010	498764	499501	-	737	689
Gene_005626	Random_Chr_010	499583	500364	-	781	725
Gene_005627	Random_Chr_010	500464	502168	-	1704	35
Gene_005628	Random_Chr_010	502694	504063	-	1369	1100
Gene_005629	Random_Chr_010	504155	507570	+	3415	817
Gene_005630	Random_Chr_010	507760	510219	+	2459	1530
Gene_005631	Random_Chr_010	510411	511256	+	845	8
Gene_005632	Random_Chr_010	511259	513583	-	2324	1654
Gene_005633	Random_Chr_010	514633	515514	-	881	315
Gene_005634	Random_Chr_010	515762	516466	+	704	43
Gene_005635	Random_Chr_010	516813	517241	+	428	2
Gene_005636	Random_Chr_010	517304	518912	-	1608	1031
Gene_005637	Random_Chr_010	519394	521758	+	2364	953
Gene_005638	Random_Chr_010	521760	522786	-	1026	661
Gene_005639	Random_Chr_010	522992	524000	-	1008	791
Gene_005640	Random_Chr_010	524002	524593	-	591	296
Gene_005641	Random_Chr_010	524764	526440	-	1676	1495
Gene_005642	Random_Chr_010	526578	529005	+	2427	2431
Gene_005643	Random_Chr_010	529055	529893	-	838	683
Gene_005644	Random_Chr_010	530112	531840	+	1728	1197
Gene_005645	Random_Chr_010	534150	535893	-	1743	647
Gene_005646	Random_Chr_010	537165	537482	-	317	163
Gene_005647	Random_Chr_010	539320	540399	+	1079	22
Gene_005648	Random_Chr_010	540578	542147	+	1569	11
Gene_005649	Random_Chr_010	544332	544707	+	375	11
Gene_005650	Random_Chr_010	545388	546220	+	832	591
Gene_005651	Random_Chr_010	546474	547534	-	1060	61
Gene_005652	Random_Chr_010	547853	550192	+	2339	798
Gene_005653	Random_Chr_010	550262	551130	-	868	48
Gene_005654	Random_Chr_010	551928	553277	+	1349	31
Gene_005655	Random_Chr_010	553452	554042	-	590	104
Gene_005656	Random_Chr_010	555031	555954	+	923	5
Gene_005657	Random_Chr_010	556569	557381	+	812	101
Gene_005658	Random_Chr_010	557524	557844	-	320	270
Gene_005659	Random_Chr_010	559328	560700	-	1372	1180
Gene_005660	Random_Chr_010	561022	562630	-	1608	1177
Gene_005661	Random_Chr_010	563644	565317	+	1673	1922
Gene_005662	Random_Chr_010	566089	566952	+	863	804
Gene_005663	Random_Chr_010	567288	568733	+	1445	927
Gene_005664	Random_Chr_010	568879	569709	-	830	143
Gene_005665	Random_Chr_010	570233	570581	+	348	298
Gene_005666	Random_Chr_010	570834	571227	-	393	1074
Gene_005667	Random_Chr_010	571384	573931	+	2547	1015
Gene_005668	Random_Chr_010	574083	576274	+	2191	1352
Gene_005669	Random_Chr_010	576276	576673	-	397	460
Gene_005670	Random_Chr_010	576894	578934	+	2040	3008
Gene_005671	Random_Chr_010	579039	581597	+	2558	628
Gene_005672	Random_Chr_010	581720	582398	-	678	99
Gene_005673	Random_Chr_010	582613	583271	+	658	2594
Gene_005674	Random_Chr_010	583302	583730	-	428	189
Gene_005675	Random_Chr_010	584831	587176	+	2345	1607
Gene_005676	Random_Chr_010	587350	588298	+	948	691
Gene_005677	Random_Chr_010	588375	589428	-	1053	22
Gene_005678	Random_Chr_010	589733	591727	-	1994	1953
Gene_005679	Random_Chr_010	591975	594498	-	2523	1654
Gene_005680	Random_Chr_010	594500	594947	+	447	0
Gene_005681	Random_Chr_010	596280	597158	-	878	1631
Gene_005682	Random_Chr_010	597401	597899	+	498	675
Gene_005683	Random_Chr_010	597901	601177	-	3276	106.67
Gene_005684	Random_Chr_010	601976	605590	-	3614	717.17
Gene_005685	Random_Chr_010	606354	607358	+	1004	904
Gene_005686	Random_Chr_010	607604	608438	+	834	1070
Gene_005687	Random_Chr_010	608483	609148	-	665	1262
Gene_005688	Random_Chr_010	609429	614429	-	5000	2441
Gene_005689	Random_Chr_010	614653	615642	-	989	691
Gene_005690	Random_Chr_010	615688	616559	+	871	544
Gene_005691	Random_Chr_010	616619	617395	+	776	700
Gene_005692	Random_Chr_010	618325	619028	+	703	265
Gene_005693	Random_Chr_010	619625	619801	+	176	0
Gene_005694	Random_Chr_010	620574	621791	-	1217	17
Gene_005695	Random_Chr_010	622027	623051	-	1024	134
Gene_005696	Random_Chr_010	623206	623829	-	623	14
Gene_005697	Random_Chr_010	624288	624479	+	191	2
Gene_005698	Random_Chr_010	624625	625219	-	594	35
Gene_005699	Random_Chr_010	625803	627053	-	1250	580
Gene_005700	Random_Chr_010	627545	629470	+	1925	1130
Gene_005701	Random_Chr_010	629761	631818	+	2057	544
Gene_005702	Random_Chr_010	631952	632122	-	170	0
Gene_005703	Random_Chr_010	634305	634872	-	567	90
Gene_005704	Random_Chr_010	635231	636330	+	1099	756
Gene_005705	Random_Chr_010	636332	638511	+	2179	1027
Gene_005706	Random_Chr_010	638589	638831	-	242	0
Gene_005707	Random_Chr_010	639264	639638	-	374	28
Gene_005708	Random_Chr_010	639915	640967	+	1052	37
Gene_005709	Random_Chr_010	641012	641341	-	329	6
Gene_005710	Random_Chr_010	642738	644483	-	1745	149
Gene_005711	Random_Chr_010	645275	645636	-	361	698
Gene_005712	Random_Chr_010	646591	646806	+	215	11
Gene_005713	Random_Chr_010	646970	647677	-	707	672
Gene_005714	Random_Chr_010	647965	649202	+	1237	351
Gene_005715	Random_Chr_010	649588	650630	+	1042	547
Gene_005716	Random_Chr_010	650633	654875	-	4242	11710
Gene_005717	Random_Chr_010	655430	656227	+	797	599
Gene_005718	Random_Chr_010	657154	658287	+	1133	1639
Gene_005719	Random_Chr_010	658328	660306	-	1978	1574
Gene_005720	Random_Chr_010	661247	662030	+	783	1780
Gene_005721	Random_Chr_010	662032	662699	-	667	795
Gene_005722	Random_Chr_010	662805	663098	-	293	15
Gene_005723	Random_Chr_010	664310	666541	+	2231	855
Gene_005724	Random_Chr_010	666670	667330	+	660	534
Gene_005725	Random_Chr_010	667332	668173	+	841	776
Gene_005726	Random_Chr_010	668489	670040	-	1551	4743
Gene_005727	Random_Chr_010	670270	671451	-	1181	466
Gene_005728	Random_Chr_010	671453	671784	-	331	103
Gene_005729	Random_Chr_010	672085	672708	+	623	14
Gene_005730	Random_Chr_010	672745	673905	-	1160	2045
Gene_005731	Random_Chr_010	674087	678482	-	4395	3555
Gene_005732	Random_Chr_010	678679	679608	-	929	951
Gene_005733	Random_Chr_010	679610	680134	-	524	412
Gene_005734	Random_Chr_010	680295	681003	-	708	6
Gene_005735	Random_Chr_010	681833	682699	+	866	205
Gene_005736	Random_Chr_010	682942	683711	+	769	777
Gene_005737	Random_Chr_010	683713	684792	+	1079	1339
Gene_005738	Random_Chr_010	684829	688145	-	3316	1769
Gene_005739	Random_Chr_010	688260	688992	+	732	1549.33
Gene_005740	Random_Chr_010	689412	691311	-	1899	1949
Gene_005741	Random_Chr_010	691449	692505	+	1056	688
Gene_005742	Random_Chr_010	692787	696563	+	3776	2874
Gene_005743	Random_Chr_010	696803	697383	+	580	547
Gene_005744	Random_Chr_010	697385	699173	+	1788	1276
Gene_005745	Random_Chr_010	699780	700412	-	632	30
Gene_005746	Random_Chr_010	701782	702187	-	405	32
Gene_005747	Random_Chr_010	702750	705031	-	2281	2329
Gene_005748	Random_Chr_010	705033	705972	-	939	762
Gene_005749	Random_Chr_010	706630	707301	-	671	0
Gene_005750	Random_Chr_010	708819	709481	-	662	2
Gene_005751	Random_Chr_010	709971	710669	+	698	1
Gene_005752	Random_Chr_010	710919	713172	-	2253	839
Gene_005753	Random_Chr_010	713411	715353	+	1942	483
Gene_005754	Random_Chr_010	715598	717793	+	2195	1654
Gene_005755	Random_Chr_010	717795	719519	-	1724	265
Gene_005756	Random_Chr_010	719648	721526	-	1878	2891
Gene_005757	Random_Chr_010	722005	722303	+	298	29
Gene_005758	Random_Chr_010	722988	723704	+	716	266
Gene_005759	Random_Chr_010	724897	726551	+	1654	2270
Gene_005760	Random_Chr_010	726620	728576	-	1956	1187
Gene_005761	Random_Chr_010	728867	729996	+	1129	461
Gene_005762	Random_Chr_010	730063	732456	-	2393	31
Gene_005763	Random_Chr_010	732650	734521	+	1871	18
Gene_005764	Random_Chr_010	735024	736125	-	1101	1133
Gene_005765	Random_Chr_010	736542	740626	+	4084	2345
Gene_005766	Random_Chr_010	740697	741110	+	413	765
Gene_005767	Random_Chr_010	741500	741964	+	464	365
Gene_005768	Random_Chr_010	743586	745033	-	1447	909
Gene_005769	Random_Chr_010	745615	746625	+	1010	62
Gene_005770	Random_Chr_010	747426	749056	+	1630	920
Gene_005771	Random_Chr_010	749058	749609	-	551	643
Gene_005772	Random_Chr_010	750127	750714	-	587	188
Gene_005773	Random_Chr_010	751218	753380	+	2162	1941
Gene_005774	Random_Chr_010	753417	756718	-	3301	21
Gene_005775	Random_Chr_010	756937	758416	-	1479	2
Gene_005776	Random_Chr_010	758595	759101	-	506	497
Gene_005777	Random_Chr_010	759262	760008	-	746	1
Gene_005778	Random_Chr_010	760217	760719	+	502	213
Gene_005779	Random_Chr_010	760839	762026	-	1187	843
Gene_005780	Random_Chr_010	762028	764349	-	2321	1926
Gene_005781	Random_Chr_010	764680	766210	+	1530	694
Gene_005782	Random_Chr_010	766212	767433	+	1221	1058
Gene_005783	Random_Chr_010	769072	770765	-	1693	358
Gene_005784	Random_Chr_010	770820	772163	+	1343	632
Gene_005785	Random_Chr_010	772206	773255	-	1049	23
Gene_005786	Random_Chr_010	773335	775011	-	1676	1705
Gene_005787	Random_Chr_010	775431	775921	+	490	303
Gene_005788	Random_Chr_010	776392	778103	+	1711	23
Gene_005789	Random_Chr_010	778582	780734	+	2152	1111
Gene_005790	Random_Chr_010	780823	782143	-	1320	540
Gene_005791	Random_Chr_010	782741	783058	+	317	446
Gene_005792	Random_Chr_010	783236	788322	+	5086	3200
Gene_005793	Random_Chr_010	788934	791414	-	2480	1774
Gene_005794	Random_Chr_010	791480	793251	+	1771	2484
Gene_005795	Random_Chr_010	793441	794610	+	1169	151
Gene_005796	Random_Chr_010	794760	795919	+	1159	132
Gene_005797	Random_Chr_010	795921	796826	-	905	561
Gene_005798	Random_Chr_010	796967	797616	-	649	19
Gene_005799	Random_Chr_010	797693	799205	-	1512	49
Gene_005800	Random_Chr_010	799628	799843	+	215	51
Gene_005801	Random_Chr_010	799977	800245	+	268	38
Gene_005802	Random_Chr_010	800247	801121	-	874	1350
Gene_005803	Random_Chr_010	801436	802813	-	1377	337
Gene_005804	Random_Chr_010	803815	804577	-	762	1
Gene_005805	Random_Chr_010	804654	806605	-	1951	1488
Gene_005806	Random_Chr_010	806607	807030	-	423	401
Gene_005807	Random_Chr_010	808026	808853	+	827	1
Gene_005808	Random_Chr_011	83	247	-	164	1.17
Gene_005809	Random_Chr_011	661	1194	+	533	0
Gene_005810	Random_Chr_011	2192	2500	+	308	0
Gene_005811	Random_Chr_011	2842	3066	+	224	0
Gene_005812	Random_Chr_011	3583	4555	+	972	0
Gene_005813	Random_Chr_011	11764	12091	+	327	0
Gene_005814	Random_Chr_011	12172	13167	-	995	20
Gene_005815	Random_Chr_011	18274	20788	+	2514	150
Gene_005816	Random_Chr_011	20992	23166	-	2174	30
Gene_005817	Random_Chr_011	23400	25049	-	1649	552
Gene_005818	Random_Chr_011	25790	26812	+	1022	124.33
Gene_005819	Random_Chr_011	28361	29383	+	1022	3.33
Gene_005820	Random_Chr_011	30461	31364	+	903	0
Gene_005821	Random_Chr_011	31901	33725	+	1824	2937
Gene_005822	Random_Chr_011	33839	34735	-	896	1902
